review_id,employee_id,reviewer_id,rating,review_date,comments,created_at
250,257,,4,2023-12-15,Strong contributor to the team,2026-04-05 21:50:04.868285
251,257,,3,2022-12-15,"Solid performance, meets expectations",2026-04-05 21:50:04.868285
252,258,,2,2025-12-15,Struggled with deadlines this cycle,2026-04-05 21:50:04.868285
253,258,,3,2024-12-15,"Solid performance, meets expectations",2026-04-05 21:50:04.868285
254,258,,3,2023-12-15,"Good work, room to grow",2026-04-05 21:50:04.868285
255,258,,4,2022-12-15,Strong contributor to the team,2026-04-05 21:50:04.868285
256,259,,4,2025-12-15,Met and exceeded most goals,2026-04-05 21:50:04.868285
257,259,,4,2024-12-15,Great collaboration and output,2026-04-05 21:50:04.868285
258,259,,3,2023-12-15,Consistent and reliable,2026-04-05 21:50:04.868285
259,259,,4,2022-12-15,Strong contributor to the team,2026-04-05 21:50:04.868285
260,260,,4,2025-12-15,Great collaboration and output,2026-04-05 21:50:04.868285
261,260,,4,2024-12-15,Strong contributor to the team,2026-04-05 21:50:04.868285
262,260,,3,2023-12-15,"Solid performance, meets expectations",2026-04-05 21:50:04.868285
263,260,,4,2022-12-15,Strong contributor to the team,2026-04-05 21:50:04.868285
264,261,,3,2025-12-15,Consistent and reliable,2026-04-05 21:50:04.868285
265,262,,2,2025-12-15,Struggled with deadlines this cycle,2026-04-05 21:50:04.868285
266,262,,3,2024-12-15,"Solid performance, meets expectations",2026-04-05 21:50:04.868285
267,263,,3,2025-12-15,"Solid performance, meets expectations",2026-04-05 21:50:04.868285
268,263,,4,2024-12-15,Met and exceeded most goals,2026-04-05 21:50:04.868285
269,263,,4,2023-12-15,Great collaboration and output,2026-04-05 21:50:04.868285
270,263,,4,2022-12-15,Great collaboration and output,2026-04-05 21:50:04.868285
271,264,,4,2025-12-15,Met and exceeded most goals,2026-04-05 21:50:04.868285
272,265,,5,2025-12-15,Outstanding performance this year,2026-04-05 21:50:04.868285
273,265,,3,2024-12-15,"Good work, room to grow",2026-04-05 21:50:04.868285
274,265,,5,2023-12-15,Outstanding performance this year,2026-04-05 21:50:04.868285
275,265,,3,2022-12-15,"Good work, room to grow",2026-04-05 21:50:04.868285
276,266,,4,2025-12-15,Great collaboration and output,2026-04-05 21:50:04.868285
277,266,,4,2024-12-15,Strong contributor to the team,2026-04-05 21:50:04.868285
278,266,,4,2023-12-15,Great collaboration and output,2026-04-05 21:50:04.868285
279,267,,3,2025-12-15,Consistent and reliable,2026-04-05 21:50:04.868285
280,267,,4,2024-12-15,Met and exceeded most goals,2026-04-05 21:50:04.868285
281,267,,4,2023-12-15,Strong contributor to the team,2026-04-05 21:50:04.868285
282,267,,3,2022-12-15,"Good work, room to grow",2026-04-05 21:50:04.868285
283,268,,3,2025-12-15,"Solid performance, meets expectations",2026-04-05 21:50:04.868285
284,268,,3,2024-12-15,Consistent and reliable,2026-04-05 21:50:04.868285
285,268,,4,2023-12-15,Strong contributor to the team,2026-04-05 21:50:04.868285
286,268,,4,2022-12-15,Strong contributor to the team,2026-04-05 21:50:04.868285
287,270,,4,2025-12-15,Great collaboration and output,2026-04-05 21:50:04.868285
288,270,,4,2024-12-15,Great collaboration and output,2026-04-05 21:50:04.868285
289,271,,4,2025-12-15,Strong contributor to the team,2026-04-05 21:50:04.868285
290,271,,2,2024-12-15,Struggled with deadlines this cycle,2026-04-05 21:50:04.868285
291,271,,3,2023-12-15,Consistent and reliable,2026-04-05 21:50:04.868285
292,272,,4,2025-12-15,Strong contributor to the team,2026-04-05 21:50:04.868285
293,272,,5,2024-12-15,Exceptional leadership and delivery,2026-04-05 21:50:04.868285
294,272,,4,2023-12-15,Great collaboration and output,2026-04-05 21:50:04.868285
295,272,,3,2022-12-15,"Solid performance, meets expectations",2026-04-05 21:50:04.868285
296,273,,4,2025-12-15,Met and exceeded most goals,2026-04-05 21:50:04.868285
297,273,,3,2024-12-15,"Good work, room to grow",2026-04-05 21:50:04.868285
298,273,,4,2023-12-15,Met and exceeded most goals,2026-04-05 21:50:04.868285
299,274,,3,2025-12-15,Consistent and reliable,2026-04-05 21:50:04.868285
300,274,,5,2024-12-15,Exceptional leadership and delivery,2026-04-05 21:50:04.868285
301,274,,4,2023-12-15,Met and exceeded most goals,2026-04-05 21:50:04.868285
302,274,,3,2022-12-15,"Good work, room to grow",2026-04-05 21:50:04.868285
303,275,,4,2025-12-15,Strong contributor to the team,2026-04-05 21:50:04.868285
304,275,,3,2024-12-15,Consistent and reliable,2026-04-05 21:50:04.868285
305,275,,3,2023-12-15,"Solid performance, meets expectations",2026-04-05 21:50:04.868285
306,277,,1,2025-12-15,Requires a performance improvement plan,2026-04-05 21:50:04.868285
307,278,,4,2025-12-15,Great collaboration and output,2026-04-05 21:50:04.868285
308,278,,4,2024-12-15,Great collaboration and output,2026-04-05 21:50:04.868285
309,278,,1,2023-12-15,Requires a performance improvement plan,2026-04-05 21:50:04.868285
310,278,,3,2022-12-15,"Good work, room to grow",2026-04-05 21:50:04.868285
311,280,,3,2025-12-15,"Solid performance, meets expectations",2026-04-05 21:50:04.868285
312,280,,3,2024-12-15,Consistent and reliable,2026-04-05 21:50:04.868285
313,280,,4,2023-12-15,Met and exceeded most goals,2026-04-05 21:50:04.868285
314,280,,5,2022-12-15,Exceeded all targets,2026-04-05 21:50:04.868285
315,281,,4,2025-12-15,Great collaboration and output,2026-04-05 21:50:04.868285
316,281,,3,2024-12-15,Consistent and reliable,2026-04-05 21:50:04.868285
317,281,,3,2023-12-15,"Solid performance, meets expectations",2026-04-05 21:50:04.868285
318,281,,3,2022-12-15,Consistent and reliable,2026-04-05 21:50:04.868285
319,282,,4,2025-12-15,Met and exceeded most goals,2026-04-05 21:50:04.868285
320,282,,4,2024-12-15,Met and exceeded most goals,2026-04-05 21:50:04.868285
321,282,,3,2023-12-15,"Good work, room to grow",2026-04-05 21:50:04.868285
322,282,,4,2022-12-15,Great collaboration and output,2026-04-05 21:50:04.868285
323,283,,3,2025-12-15,"Solid performance, meets expectations",2026-04-05 21:50:04.868285
324,283,,5,2024-12-15,Exceptional leadership and delivery,2026-04-05 21:50:04.868285
325,283,,3,2023-12-15,"Solid performance, meets expectations",2026-04-05 21:50:04.868285
326,283,,3,2022-12-15,Consistent and reliable,2026-04-05 21:50:04.868285
327,284,,5,2025-12-15,Outstanding performance this year,2026-04-05 21:50:04.868285
328,284,,3,2024-12-15,"Good work, room to grow",2026-04-05 21:50:04.868285
329,284,,4,2023-12-15,Great collaboration and output,2026-04-05 21:50:04.868285
330,285,,4,2025-12-15,Great collaboration and output,2026-04-05 21:50:04.868285
331,286,,4,2025-12-15,Strong contributor to the team,2026-04-05 21:50:04.868285
332,286,,3,2024-12-15,Consistent and reliable,2026-04-05 21:50:04.868285
333,286,,1,2023-12-15,Significant performance issues identified,2026-04-05 21:50:04.868285
334,286,,4,2022-12-15,Met and exceeded most goals,2026-04-05 21:50:04.868285
335,287,,5,2025-12-15,Exceeded all targets,2026-04-05 21:50:04.868285
336,287,,2,2024-12-15,Needs improvement in delivery,2026-04-05 21:50:04.868285
337,287,,3,2023-12-15,"Solid performance, meets expectations",2026-04-05 21:50:04.868285
338,287,,4,2022-12-15,Great collaboration and output,2026-04-05 21:50:04.868285
339,288,,3,2025-12-15,"Good work, room to grow",2026-04-05 21:50:04.868285
340,288,,4,2024-12-15,Great collaboration and output,2026-04-05 21:50:04.868285
341,289,,3,2025-12-15,Consistent and reliable,2026-04-05 21:50:04.868285
342,289,,2,2024-12-15,Below expectations in some areas,2026-04-05 21:50:04.868285
343,289,,4,2023-12-15,Met and exceeded most goals,2026-04-05 21:50:04.868285
344,289,,1,2022-12-15,Requires a performance improvement plan,2026-04-05 21:50:04.868285
345,290,,5,2025-12-15,Exceptional leadership and delivery,2026-04-05 21:50:04.868285
